id,question,answer,category,sub_category,question_type,difficulty_level,confidence,validation_score,review_status
qa_20250822_160549_f5ab77cb,How can I apply for PhD?,KLEEE-2025 Phase I Results Opportunities of Project Officer/Project Associate / Research Associates / Interns/PhD/PDF to work with Speech Research Group (SRG) 2024-25 EVEN SEM ACADEMIC REGISTRATION-GU...,admissions,general,procedural,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_4c249b0c,How can I apply for Ph.D?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,procedural,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_99f09cdf,What documents are required for PhD admission?,KLEEE-2025 Phase I Results Opportunities of Project Officer/Project Associate / Research Associates / Interns/PhD/PDF to work with Speech Research Group (SRG) 2024-25 EVEN SEM ACADEMIC REGISTRATION-GU...,admissions,documents,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_67e08fee,What documents are required for Ph.D admission?,"D Admission - 2025-26 KLEEE-2025 Phase III Results KLSAT-2025 Phase II Results Applications are invited for the post of Technical Consultant- IPR in Patent Facilitation Project sponsored by DC-MSME, M...",admissions,documents,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_bbb87909,What is the selection process for PhD?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_adee8040,What is the selection process for Ph.D?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_fe6e73aa,Are there any scholarships available for PhD?,KLEEE-2025 Phase I Results Opportunities of Project Officer/Project Associate / Research Associates / Interns/PhD/PDF to work with Speech Research Group (SRG) 2024-25 EVEN SEM ACADEMIC REGISTRATION-GU...,admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b325114c,Are there any scholarships available for Ph.D?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,yes_no,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1db31f3c,What is the fee structure for PhD?,"With state-of-the-art infrastructure, distinguished faculty, and cutting-edge research, the institution is committed to creating the next generation of global leaders and professionals, with an emphas...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_640d9eb4,What is the fee structure for Ph.D?,"With state-of-the-art infrastructure, distinguished faculty, and cutting-edge research, the institution is committed to creating the next generation of global leaders and professionals, with an emphas...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d3ddb030,Can I get admission through lateral entry to PhD?,KLEEE-2025 Phase I Results Opportunities of Project Officer/Project Associate / Research Associates / Interns/PhD/PDF to work with Speech Research Group (SRG) 2024-25 EVEN SEM ACADEMIC REGISTRATION-GU...,admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6912d0bd,Can I get admission through lateral entry to Ph.D?,"The university ensures a ragging free campus through well-structured policies. Statutory cells / Committees CELL is to provide means to seek redressal through investigation, resolution of academic, re...",admissions,general,yes_no,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_17c5dd8d,What is the minimum percentage required for PhD?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5ef9667e,What is the minimum percentage required for Ph.D?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6d13ee04,Is there any management quota for PhD?,KLEEE-2025 Phase I Results Opportunities of Project Officer/Project Associate / Research Associates / Interns/PhD/PDF to work with Speech Research Group (SRG) 2024-25 EVEN SEM ACADEMIC REGISTRATION-GU...,admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c166dc8b,Is there any management quota for Ph.D?,Koneru Lakshmaiah Education Foundation Awarded 2nd prize in 5th national water award in the category of best institution (other than schools and colleges) in recognition of the commendable efforts in ...,admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b69a5e88,What is the counseling process for PhD?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_ffd2ac8d,What is the counseling process for Ph.D?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_22615f61,How many seats are available in PhD?,KLEEE-2025 Phase I Results Opportunities of Project Officer/Project Associate / Research Associates / Interns/PhD/PDF to work with Speech Research Group (SRG) 2024-25 EVEN SEM ACADEMIC REGISTRATION-GU...,admissions,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_73b4409f,What is the reservation policy for PhD?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_78bca054,What is the reservation policy for Ph.D?,"The Mechanism for submission of students’ grievances is online (through ERP Portal)/offline(In-person). Precision Farming and the Value Addition for Scheduled Caste Population in Piduguralla Mandal, G...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b58e8d85,What is the application fee for B.Tech?,Woman International Master Title (2022) Andhra Pradesh State Best Sportswoman Award (2022) KL University's Best Outgoing Student Award (2024) Webster University's Full-Fee Scholarship Award (2024) Nat...,admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1b06dc1d,What is the application fee for B.Tech Electronics and Communication Engineering?,Tech Electronics and Communication Engineering (ECE) at KL University. Woman International Master Title (2022) Andhra Pradesh State Best Sportswoman Award (2022) KL University's Best Outgoing Student ...,admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_475d9e31,What are the eligibility criteria for B.Tech?,"Presently pursuing a degree in Computer Science and Information Technology (CSIT), Mukesh has established himself as a formidable force in the shooting sports community, showcasing exceptional marksma...",admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f0f4e9c5,What are the eligibility criteria for B.Tech Electronics and Communication Engineering?,Tech Electronics and Communication Engineering (ECE) at KL University. Tech Electronics and Communication Engineering (ECE) at KL University.,admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b6f2c716,What entrance exams are accepted for B.Tech?,"Throughout her illustrious career, Sadiya has amassed an impressive collection of 40 medals, comprising 26 international medals, 11 national medals, and over 3 state medals, showcasing her exceptional...",admissions,exams,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5f7c6874,What entrance exams are accepted for B.Tech Electronics and Communication Engineering?,Tech Electronics and Communication Engineering (ECE) at KL University. Tech Electronics and Communication Engineering (ECE) at KL University.,admissions,exams,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_101a9a71,How can I apply for B.Tech?,"Throughout her illustrious career, Sadiya has amassed an impressive collection of 40 medals, comprising 26 international medals, 11 national medals, and over 3 state medals, showcasing her exceptional...",admissions,general,procedural,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_289117da,How can I apply for B.Tech Electronics and Communication Engineering?,Tech Electronics and Communication Engineering (ECE) at KL University. Tech Electronics and Communication Engineering (ECE) at KL University.,admissions,general,procedural,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_be653c2a,What documents are required for B.Tech admission?,"Throughout her illustrious career, Sadiya has amassed an impressive collection of 40 medals, comprising 26 international medals, 11 national medals, and over 3 state medals, showcasing her exceptional...",admissions,documents,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5b8d3a8b,What documents are required for B.Tech Electronics and Communication Engineering admission?,Tech Electronics and Communication Engineering (ECE) at KL University. Tech Electronics and Communication Engineering (ECE) at KL University.,admissions,documents,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_25bdbd12,What is the selection process for B.Tech?,"Presently pursuing a degree in Computer Science and Information Technology (CSIT), Mukesh has established himself as a formidable force in the shooting sports community, showcasing exceptional marksma...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_4e53932d,What is the selection process for B.Tech Electronics and Communication Engineering?,Tech Electronics and Communication Engineering (ECE) at KL University. Tech Electronics and Communication Engineering (ECE) at KL University.,admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_7156baeb,Are there any scholarships available for B.Tech?,Woman International Master Title (2022) Andhra Pradesh State Best Sportswoman Award (2022) KL University's Best Outgoing Student Award (2024) Webster University's Full-Fee Scholarship Award (2024) Nat...,admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
